INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,CONTROL,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,AVGFACSAL,PCTPELL,RET_FT4,PCTFLOAN,AGE_ENTRY,FEMALE,MARRIED,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC
Lincoln Technical Institute-Allentown,Allentown,PA,18104-9889,Accrediting Commission of Career Schools and Colleges,www.lincolnedu.com/campus/allentown-pa,3,40.591908,-75.568979,0,0,NULL,NULL,0,454,0.4736,0.13,0.3392,0.0044,0,0.0022,0.0308,0,0.0198,NULL,24005,NULL,NULL,16910,5275,0.7399,NULL,0.8405,26.06700702,0.42693044,0.119549032,0.011486918,0.547625436,31919.30887,20981
Lincoln Technical Institute-Philadelphia,Philadelphia,PA,19136,Accrediting Commission of Career Schools and Colleges,www.lincolnedu.com/campus/philadelphia-pa,3,40.049548,-74.999686,0,0,NULL,NULL,0,280,0.1821,0.4,0.2321,0.0643,0,0.0071,0.0679,0,0.0464,NULL,26853,NULL,NULL,28029,5463,0.8131,NULL,0.8214,26.06700702,0.42693044,0.119549032,0.011486918,0.547625436,31919.30887,20981
Lincoln University,Lincoln University,PA,19352-0999,Middle States Commission on Higher Education,www.lincoln.edu/,1,39.807723,-75.926458,0,0,0.871370421,835,0,1816,0.0121,0.8359,0.0237,0.0011,0.0039,0,0.0132,0.0352,0.0749,25784,NULL,11102,16733,NULL,8542,0.634,0.7263,0.8672,21.6468285,0.614722005,0.021143305,PrivacySuppressed,0.386213409,42178.61316,30819
Lock Haven University,Lock Haven,PA,17745-2390,Middle States Commission on Higher Education,www.lockhaven.edu,1,41.141517,-77.460108,0,0,0.8784,946,0,3786,0.837,0.0919,0.0235,0.0116,0.0048,0,0.0106,0.0058,0.0148,22303,NULL,10229,19321,NULL,10063,0.3896,0.7313,0.7704,20.52993131,0.57703631,0.026496565,PrivacySuppressed,0.37652036,68414.16977,58391
St Margaret School of Nursing,Pittsburgh,PA,15238-3250,Accreditation Commission for Education in Nursing,www.upmc.com/stmargson,2,40.491687,-79.863106,0,0,1,NULL,0,71,0.9014,0.0282,0,0,0,0,0.0141,0,0.0563,23009,NULL,14912,14912,NULL,NULL,0.4316,NULL,0.8632,27.44155844,0.818181818,0.194805195,PrivacySuppressed,PrivacySuppressed,60872.42857,42818
United Lutheran Seminary,Gettysburg,PA,17325-1795,Commission on Accrediting of the Association of Theological Schools,www.newschooloftheology.info/,2,39.831701,-77.244111,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12658,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Lutheran Theological Seminary at Philadelphia,Philadelphia,PA,19119-1794,Commission on Accrediting of the Association of Theological Schools,ltsp.edu,2,40.061636,-75.191496,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5581,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Luzerne County Community College,Nanticoke,PA,18634-3899,Middle States Commission on Higher Education,www.luzerne.edu,1,41.194728,-75.991095,0,0,NULL,NULL,0,5063,0.6779,0.0478,0.1341,0.015,0.0043,0.0022,0.0152,0.0002,0.1033,10948,NULL,5040,13200,NULL,6770,0.3977,NULL,0.31,24.40783558,0.615285806,0.105009634,0.006101477,0.549108836,33345.51477,24834
Lycoming College,Williamsport,PA,17701-5192,Middle States Commission on Higher Education,www.lycoming.edu,2,41.24666,-77,0,0,0.695628998,1035,0,1245,0.6659,0.102,0.0892,0.0096,0.0016,0,0.0313,0.0538,0.0466,49138,NULL,37162,37162,NULL,7436,0.3626,0.7896,0.765,19.66510903,0.481308411,PrivacySuppressed,PrivacySuppressed,0.365935919,72500.49377,58938
Manor College,Jenkintown,PA,19046-3399,Middle States Commission on Higher Education,www.manor.edu,2,40.08714,-75.104786,0,0,0.890585242,780,0,601,0.4143,0.3677,0.0965,0.0333,0.01,0,0.0316,0.0017,0.0449,24747,NULL,16550,16550,NULL,5937,0.6437,NULL,0.8017,23.11233886,0.710865562,0.040515654,PrivacySuppressed,0.503282276,36593.15838,24346
Mansfield University of Pennsylvania,Mansfield,PA,16933,Middle States Commission on Higher Education,www.mansfield.edu,1,41.807467,-77.073901,0,0,0.875222025,965,0,2052,0.8138,0.098,0.0346,0.0078,0.001,0.0005,0.0229,0.0058,0.0156,22980,NULL,11908,21292,NULL,9661,0.4206,0.7212,0.7643,20.78457447,0.593085106,0.035460993,PrivacySuppressed,0.398264224,63801.01507,52855.5
Marywood University,Scranton,PA,18509-1598,Middle States Commission on Higher Education,www.marywood.edu/,2,41.434587,-75.634142,0,0,0.683243728,1030,0,1831,0.7859,0.0257,0.0639,0.0229,0.0005,0,0.0186,0.0153,0.0672,45076,NULL,33000,33000,NULL,7877,0.3318,0.8347,0.7275,21.50791855,0.726244344,0.031674208,PrivacySuppressed,0.294964029,78223.37104,66370.5
McCann School of Business & Technology,Hazle Township,PA,18202,NULL,www.mccann.edu,3,40.92507,-76.040371,0,0,NULL,NULL,0,240,0.6458,0.0375,0.2667,0.0083,0,0,0.0375,0,0.0042,23458,NULL,9800,9800,NULL,3684,0.7975,NULL,0.8819,28.54797149,0.734995889,0.150726226,0.023294053,0.621487015,18684.59742,12270
Vet Tech Institute,Pittsburgh,PA,15222-3400,Accrediting Commission of Career Schools and Colleges,www.vettechinstitute.edu,3,40.443884,-80.000229,0,0,NULL,NULL,0,329,0.9119,0.0274,0.0243,0,0.003,0.003,0.0304,0,0,21117,NULL,14860,14860,NULL,4334,0.5669,NULL,0.8895,22.11699779,0.940397351,0.033112583,PrivacySuppressed,0.424019608,53143.96468,38971
Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,19128,Accreditation Commission for Education in Nursing,www.roxboroughmemorial.com,3,40.028912,-75.209985,0,0,NULL,NULL,0,154,0.4351,0.3701,0.026,0.1039,0,0,0.0455,0,0.0195,NULL,NULL,NULL,NULL,NULL,NULL,0.6087,NULL,0.942,29.37588653,0.829787234,0.127659575,PrivacySuppressed,0.536585366,44551.2766,27687
Mercyhurst University,Erie,PA,16546,Middle States Commission on Higher Education,www.mercyhurst.edu,2,42.10578,-80.053412,0,0,0.752304856,NULL,0,2464,0.5824,0.0519,0.043,0.0126,0.0061,0.0016,0.1761,0.1023,0.0239,47304,NULL,34580,34580,NULL,7169,0.2726,0.7836,0.659,22.11598224,0.567702553,0.05327414,PrivacySuppressed,0.286662643,68604.37125,51028
Messiah College,Mechanicsburg,PA,17055,Middle States Commission on Higher Education,www.messiah.edu,2,40.156579,-76.988269,0,0,0.795069337,1150,0,2690,0.8141,0.0245,0.0442,0.0227,0.0007,0.0004,0.0372,0.0468,0.0093,44824,NULL,33180,33180,NULL,8471,0.1908,0.8538,0.6112,19.80348944,0.633608815,0.01010101,PrivacySuppressed,0.18173258,97828.9348,85483
The Workforce Institute's City College,Philadelphia,PA,19140,Accrediting Commission of Career Schools and Colleges,citycollege-careers.org/,2,40.017493,-75.135042,0,0,1,NULL,0,31,0.129,0.7097,0.0968,0,0,0,0.0645,0,0,22826,NULL,12097,12097,NULL,3292,0.9808,NULL,0.8077,29.54716981,0.547169811,PrivacySuppressed,PrivacySuppressed,0.583333333,13326.5283,7349
Millersville University of Pennsylvania,Millersville,PA,17551-0302,Middle States Commission on Higher Education,www.millersville.edu,1,40.000337,-76.357381,0,0,0.694796677,1030,0,6867,0.7567,0.0868,0.088,0.0271,0.0019,0.0007,0.0204,0.0051,0.0134,24171,NULL,11494,20854,NULL,9813,0.3182,0.7729,0.6448,21.56390758,0.568294823,0.04504241,PrivacySuppressed,0.347261792,75148.30769,66601
Misericordia University,Dallas,PA,18612-1098,Middle States Commission on Higher Education,www.misericordia.edu,2,41.345277,-75.971541,0,0,0.7443774,1060,0,2148,0.8831,0.0275,0.0349,0.0121,0.0023,0.0014,0.0251,0.0014,0.0121,42286,NULL,30740,30740,NULL,7349,0.2717,0.8226,0.7288,22.53839038,0.651248844,0.065679926,PrivacySuppressed,0.299407115,82326.53007,69527
Montgomery County Community College,Blue Bell,PA,19422-0796,Middle States Commission on Higher Education,www.mc3.edu,1,40.175609,-75.276093,0,0,NULL,NULL,0,9791,0.5847,0.1517,0.0671,0.0589,0.0035,0.0028,0.0304,0.018,0.0829,12103,NULL,5610,14850,NULL,6275,0.2756,NULL,0.2489,24.41502721,0.585391377,0.09690247,0.009208874,0.431022159,45370.18481,30536
Moore College of Art and Design,Philadelphia,PA,19103-1179,Middle States Commission on Higher Education,www.moore.edu,2,39.957078,-75.172105,0,1,0.571428571,NULL,0,368,0.5516,0.2201,0.0598,0.0435,0,0.0027,0.0815,0.0136,0.0272,54332,NULL,38301,38301,NULL,5550,0.4506,0.7292,0.8886,21.22869955,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.314009662,76309.64126,55988
Moravian College,Bethlehem,PA,18018-6650,Middle States Commission on Higher Education,www.moravian.edu,2,40.630947,-75.383638,0,0,0.79816879,1021,0,1908,0.684,0.0487,0.0996,0.0178,0.0021,0.0005,0.0225,0.0666,0.0582,52257,NULL,40287,40287,NULL,7674,0.3,0.7846,0.7459,20.54307116,0.593632959,0.026217229,PrivacySuppressed,0.292123629,83809.96348,71944.5
Mount Aloysius College,Cresson,PA,16630-1999,Middle States Commission on Higher Education,www.mtaloy.edu/,2,40.459679,-78.600898,0,0,0.58580457,946,0,1310,0.7603,0.0244,0.0084,0.0046,0.0023,0,0,0.0519,0.1481,33534,NULL,21850,21850,NULL,6585,0.3577,0.7006,0.6877,22.23994975,0.748743719,0.074120603,0.01758794,0.420485175,57767.81658,47792
Muhlenberg College,Allentown,PA,18104,Middle States Commission on Higher Education,www.muhlenberg.edu,2,40.596416,-75.508502,0,0,0.482517483,1241,0,2375,0.7549,0.0349,0.0703,0.0328,0.0004,0.0004,0.0147,0.0324,0.0589,59588,NULL,48310,48310,NULL,8709,0.1414,0.9021,0.5044,20.90846995,0.581967213,0.046448087,PrivacySuppressed,0.157670455,126766.3333,105406
Brightwood Career Institute-Philadelphia,Philadelphia,PA,19104,Accrediting Council for Independent Colleges and Schools,www.brightwoodcareer.edu,3,39.954577,-75.183874,0,0,NULL,NULL,0,311,0.0482,0.6785,0.1994,0.0161,0,0,0,0.0032,0.0547,NULL,25542,NULL,NULL,15835,4385,0.6724,NULL,0.6867,26.1313926,0.738788356,0.068450039,0.014948859,0.667781494,14388.30527,8371
Neumann University,Aston,PA,19014-1298,Middle States Commission on Higher Education,www.neumann.edu,2,39.874876,-75.440022,0,0,0.937415882,888,0,2177,0.5342,0.2278,0.0473,0.0147,0.0005,0.0009,0.0211,0.0129,0.1406,39766,NULL,28580,28580,NULL,6801,0.4057,0.6875,0.7066,23.38371041,0.663348416,0.07239819,PrivacySuppressed,0.427558257,68092.56742,51006
New Castle School of Trades,New Castle,PA,16101,Accrediting Commission of Career Schools and Colleges,www.ncstrades.edu,3,41.035228,-80.401417,0,0,1,NULL,0,669,0.8864,0.0762,0.0314,0.0015,0.0015,0,0,0,0.003,NULL,12454,NULL,NULL,19410,2912,0.6047,NULL,0.3963,31.05952381,0.058441558,0.28030303,0.029220779,0.562972292,25824.13853,15842.5
Northampton County Area Community College,Bethlehem,PA,18020-7599,Middle States Commission on Higher Education,www.northampton.edu,1,40.67253,-75.32351,0,0,NULL,NULL,0,9450,0.5698,0.1324,0.2141,0.0236,0.0022,0.0017,0.0303,0.0131,0.0128,13029,NULL,4110,13230,NULL,7196,0.4248,NULL,0.2723,23.53712191,0.596150321,0.096791934,0.010265811,0.480360592,38182.38827,26727
Ohio Valley Hospital School of Nursing,McKees Rocks,PA,15136,Accreditation Commission for Education in Nursing,www.ohiovalleyhospital.org,2,40.472356,-80.091066,0,0,NULL,NULL,0,57,0.386,0.1579,0,0,0,0,0.4561,0,0,22537,NULL,16300,16300,NULL,NULL,0.2353,NULL,0.3529,28.05660377,PrivacySuppressed,0.20754717,PrivacySuppressed,PrivacySuppressed,58789.79245,35000
Orleans Technical College,Philadelphia,PA,19114-1014,Accrediting Commission of Career Schools and Colleges,https://www.orleanstech.edu,2,40.090338,-75.011324,0,0,0.609625668,NULL,0,333,0.2462,0.4054,0.1231,0.015,0,0.003,0.021,0,0.1862,NULL,23760,NULL,NULL,13276,3147,0.5752,NULL,0.5204,28.91828794,0.071984436,0.130350195,0.019455253,0.584352078,26155.08366,18670.5
Salus University,Elkins Park,PA,19027-6262,Middle States Commission on Higher Education,https://www.Salus.edu,2,40.085774,-75.129511,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8391,NULL,NULL,NULL,25.08366534,0.74501992,0.083665339,PrivacySuppressed,0.222222222,12899.91235,7406
Pennsylvania Institute of Technology,Media,PA,19063-4098,Middle States Commission on Higher Education,www.pit.edu,2,39.908335,-75.38893,0,0,NULL,NULL,0,492,0.1626,0.561,0.0305,0.0142,0,0.002,0.0224,0,0.2073,18896,NULL,16380,16380,NULL,5466,0.8557,NULL,0.9094,27.27722772,0.832920792,0.091584158,0.01980198,0.570512821,20924.82055,15030.5
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,Middle States Commission on Higher Education,behrend.psu.edu/,1,42.119433,-79.983773,0,0,0.662470212,1092,0,4338,0.7799,0.0323,0.027,0.0353,0.0012,0.0005,0.0226,0.0897,0.0118,30385,NULL,14828,22834,NULL,8947,0.297,0.8542,0.663,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,Middle States Commission on Higher Education,greatvalley.psu.edu/,1,40.052256,-75.522545,0,0,0.662470212,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13144,NULL,NULL,NULL,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-College of Medicine,Hershey,PA,17033-2360,Middle States Commission on Higher Education,med.psu.edu/web/college/home,1,40.264245,-76.67408,0,0,0.662470212,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,Middle States Commission on Higher Education,newkensington.psu.edu/,1,40.551159,-79.697232,0,0,0.662470212,1026,0,641,0.8534,0.0484,0.025,0.0125,0,0,0.025,0.0172,0.0187,20408,NULL,13616,20496,NULL,8311,0.3095,0.7419,0.5915,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,Middle States Commission on Higher Education,shenango.psu.edu,1,41.235053,-80.508764,0,0,0.662470212,961,0,377,0.8541,0.0849,0.0265,0,0,0,0.0239,0,0.0106,22573,NULL,13296,20042,NULL,7113,0.4587,0.6,0.6752,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,18627-0217,Middle States Commission on Higher Education,wilkesbarre.psu.edu/,1,41.306003,-76.016599,0,0,0.662470212,991,0,436,0.8417,0.0413,0.0482,0.0183,0.0023,0.0023,0.0275,0.0069,0.0115,20530,NULL,13540,20420,NULL,7654,0.3509,0.7556,0.6653,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,18512-1602,Middle States Commission on Higher Education,worthingtonscranton.psu.edu/,1,41.440258,-75.620583,0,0,0.662470212,950,0,972,0.8025,0.0278,0.0679,0.0556,0,0,0.0247,0.0062,0.0154,20651,NULL,14072,21506,NULL,8107,0.4642,0.7376,0.6983,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,Middle States Commission on Higher Education,lehighvalley.psu.edu/,1,40.559208,-75.402507,0,0,0.662470212,1051,0,775,0.6077,0.0645,0.1613,0.1084,0.0013,0,0.0297,0.009,0.0181,20402,NULL,14134,21568,NULL,7043,0.3701,0.8706,0.5615,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,Middle States Commission on Higher Education,altoona.psu.edu/,1,40.54092,-78.408247,0,0,0.662470212,1008,0,3431,0.7505,0.0734,0.06,0.0277,0.0012,0.0003,0.0265,0.0513,0.009,30033,NULL,14828,22834,NULL,7760,0.3046,0.8289,0.6628,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,Middle States Commission on Higher Education,beaver.psu.edu/,1,40.678254,-80.296235,0,0,0.662470212,1030,0,669,0.7668,0.0972,0.0448,0.0239,0.0015,0,0.0419,0.0209,0.003,23639,NULL,13678,20558,NULL,8059,0.3489,0.7847,0.6596,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,Middle States Commission on Higher Education,berks.psu.edu/,1,40.357987,-75.972141,0,0,0.662470212,992,0,2785,0.665,0.1002,0.1242,0.0445,0.0011,0.0011,0.0273,0.0262,0.0104,28214,NULL,14828,22834,NULL,8382,0.3334,0.8031,0.68,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,Middle States Commission on Higher Education,harrisburg.psu.edu,1,40.203766,-76.7423,0,0,0.662470212,1077,0,4109,0.5432,0.1,0.0662,0.091,0.0012,0.0015,0.0277,0.1475,0.0217,28621,NULL,14828,22834,NULL,9562,0.3202,0.8779,0.5965,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,Middle States Commission on Higher Education,brandywine.psu.edu/,1,39.926381,-75.446983,0,0,0.662470212,974,0,1284,0.6028,0.1589,0.0584,0.1238,0.0023,0.0023,0.0265,0.0125,0.0125,20417,NULL,14134,21568,NULL,8234,0.359,0.794,0.6115,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,Middle States Commission on Higher Education,dubois.psu.edu/,1,41.126941,-78.751784,0,0,0.662470212,1000,0,523,0.935,0.0172,0.021,0.0057,0.0019,0,0.0057,0.0076,0.0057,21333,NULL,13616,20496,NULL,7492,0.402,0.75,0.6794,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,Middle States Commission on Higher Education,fayette.psu.edu/,1,39.947217,-79.657769,0,0,0.662470212,961,0,627,0.8596,0.0447,0.0271,0.0032,0.0032,0.0016,0.0383,0.0144,0.008,20184,NULL,13616,20496,NULL,7822,0.4304,0.744,0.733,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,Middle States Commission on Higher Education,hazleton.psu.edu/,1,40.983958,-76.031061,0,0,0.662470212,1024,0,803,0.6164,0.1133,0.1818,0.0399,0,0.005,0.0237,0.0112,0.0087,25894,NULL,14072,21506,NULL,8457,0.4513,0.8139,0.6727,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,Middle States Commission on Higher Education,www.psu.edu/,1,40.7965,-77.862848,0,0,0.662470212,1202,0,40891,0.6735,0.0415,0.0605,0.0636,0.0007,0.0009,0.0267,0.1151,0.0175,34777,NULL,17900,32382,NULL,11195,0.1546,0.9322,0.4733,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,Middle States Commission on Higher Education,greaterallegheny.psu.edu/,1,40.345582,-79.827447,0,0,0.662470212,989,0,530,0.6019,0.2132,0.0509,0.0566,0,0,0.034,0.0321,0.0113,23750,NULL,13666,20546,NULL,8152,0.4853,0.7532,0.7244,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,Middle States Commission on Higher Education,montalto.psu.edu/,1,39.842047,-77.542355,0,0,0.662470212,986,0,816,0.7806,0.0699,0.0833,0.0184,0,0,0.0392,0.0012,0.0074,27446,NULL,13678,20558,NULL,7900,0.3404,0.759,0.6517,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,Middle States Commission on Higher Education,abington.psu.edu/,1,40.11683,-75.109083,0,0,0.662470212,1009,0,3503,0.4787,0.135,0.1036,0.1673,0.0014,0.0014,0.0265,0.0628,0.0231,20558,NULL,14172,21742,NULL,8192,0.3966,0.7837,0.5552,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,Middle States Commission on Higher Education,schuylkill.psu.edu/,1,40.640499,-76.166326,0,0,0.662470212,934,0,707,0.6874,0.1697,0.082,0.0141,0,0.0014,0.0212,0.0141,0.0099,24190,NULL,14072,21506,NULL,8390,0.4662,0.7877,0.7369,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Pennsylvania State University-Penn State York,York,PA,17403-3326,Middle States Commission on Higher Education,york.psu.edu/,1,39.952327,-76.702835,0,0,0.662470212,1057,0,977,0.5916,0.0624,0.0757,0.0594,0.002,0.0031,0.0348,0.1505,0.0205,20338,NULL,14134,21568,NULL,8483,0.287,0.8206,0.4977,21.8417052,0.501226005,0.074611181,0.004693849,0.287565253,82495.08873,61924
Peirce College,Philadelphia,PA,19102-4699,Middle States Commission on Higher Education,https://www.peirce.edu,2,39.945483,-75.166332,0,0,NULL,NULL,0,1484,0.1894,0.6914,0.0809,0.0216,0.0013,0.0013,0.0054,0.0027,0.0061,19035,NULL,14472,14472,NULL,7183,0.6032,1,0.7748,31.36599424,0.710854947,0.137367916,0.012487992,0.554862843,28135.39001,22866
Penn Commercial Business/Technical School,Washington,PA,15301-6822,Accrediting Commission of Career Schools and Colleges,www.penncommercial.edu,3,40.182387,-80.238844,0,0,0.877952756,NULL,0,254,0.9016,0.063,0,0,0,0,0.0315,0,0.0039,31266,NULL,25000,25000,NULL,2633,0.7799,NULL,0.806,26.02,0.5975,0.1625,0.05,0.523255814,35133.1225,22194
Pennco Tech-Bristol,Bristol,PA,19007,Accrediting Commission of Career Schools and Colleges,www.penncotech.edu/pennco-bristol.php,3,40.097992,-74.870959,0,0,NULL,NULL,0,321,0.5389,0.2773,0.1184,0.0343,0.0031,0,0.028,0,0,NULL,22544,NULL,NULL,21095,5003,0.6887,NULL,0.6461,27.06144393,0.172043011,0.139784946,0.033794163,0.573493976,30018.0384,17777
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,Middle States Commission on Higher Education,https://www.pafa.org,2,39.955692,-75.163456,0,0,0.923976608,NULL,0,191,0.6335,0.0628,0.0576,0.0733,0,0,0.0733,0.0524,0.0471,52222,NULL,36058,36058,NULL,5888,0.3641,0.6486,0.5744,22.66176471,0.647058824,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,72786.95588,46413.5
Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,Accrediting Commission of Career Schools and Colleges,www.pagunsmith.edu,3,40.496621,-80.068694,0,0,NULL,NULL,0,74,0.9459,0,0,0,0,0,0.0135,0.0405,0,NULL,25605,NULL,NULL,24492,NULL,0.3661,NULL,0.3393,26.31746032,PrivacySuppressed,0.158730159,PrivacySuppressed,PrivacySuppressed,54037.09524,38768
Cortiva Institute-Pennsylvania School of Muscle Therapy,King of Prussia,PA,19406,Commission on Massage Therapy Accreditation,www.cortiva.com,3,40.08063,-75.378356,0,0,NULL,NULL,0,177,0.3446,0.4068,0.1356,0.0226,0.0056,0,0.0395,0,0.0452,NULL,22331,NULL,NULL,9944,NULL,0.7318,NULL,0.8805,30.16550117,0.708624709,0.137529138,0.027972028,0.485955056,28196.03497,15789
Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,National Association of Schools of Arts and Design,www.pcad.edu,2,40.041152,-76.308769,0,0,0.445238095,NULL,0,232,0.694,0.0776,0.0431,0.0474,0.0129,0,0.0431,0,0.0819,32046,NULL,23800,23800,NULL,3930,0.4126,0.7681,0.8386,20.38888889,0.685185185,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,65049.85185,56987.5
University of Pennsylvania,Philadelphia,PA,19104-6303,Middle States Commission on Higher Education,www.upenn.edu,2,39.950929,-75.19391,0,0,0.094403618,1481,0,10698,0.4479,0.0748,0.102,0.1977,0.0008,0.0003,0.0427,0.1147,0.0191,66800,NULL,51464,51464,NULL,16796,0.1338,0.9823,0.186,22.55322647,0.572133169,0.036580354,0.007398274,0.187635106,71672.94862,39832
Jefferson (Philadelphia University + Thomas Jefferson University),Philadelphia,PA,19144-5497,Middle States Commission on Higher Education,www.philau.edu,2,40.022882,-75.192645,0,0,0.606813525,1052,0,2675,0.5477,0.1667,0.0864,0.0475,0.0015,0.0026,0.0228,0.0381,0.0867,53128,NULL,37950,37950,NULL,8270,0.327,0.8264,0.6977,24.28940028,0.725244073,0.052301255,0.006973501,0.33385214,69899.0272,44235.5
The University of the Arts,Philadelphia,PA,19102-4901,Middle States Commission on Higher Education,www.uarts.edu,2,39.946017,-75.165888,0,0,0.767945545,1033,0,1693,0.6119,0.1471,0.0939,0.0272,0.0047,0.0018,0.0526,0.0473,0.0136,55357,NULL,41464,41464,NULL,6903,0.2973,0.8292,0.8078,19.97705314,0.63647343,PrivacySuppressed,PrivacySuppressed,0.206410256,90878.38647,78322
Cairn University-Langhorne,Langhorne,PA,19047-2990,Middle States Commission on Higher Education,www.cairn.edu,2,40.165809,-74.909509,0,0,0.979289941,1027,0,725,0.7103,0.1324,0.0786,0.0386,0.0028,0,0.0179,0.0193,0,35911,NULL,25246,25246,NULL,5610,0.4309,0.7358,0.8478,22.69132653,0.489795918,0.058673469,PrivacySuppressed,0.295890411,65393.19898,49950
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,Middle States Commission on Higher Education,www.pcom.edu,2,40.004885,-75.216092,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.38095238,0.444444444,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5096.269841,100
